"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"FEDMAP: Federated Learning for Dynamic Vehicle Traffic Mapping","G. Revathy; D. Ravikumar; K. Lakshmi; M. M. Santhosh Kumar","Department of CSE, Srinivasa Ramanujan Centre, SASTRA Deemed University, Kumbakonam, Thanjavur; Department of Medical Electronics, SRM Valliammai Engineering College, Chennai; Department of Computer Applications, Erode Sengunthar Engineering College, Erode; Department of Computer Science and Engineering, Nandha Engineering College, Cyber Security, Erode",2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"24 Sep 2025","2025","","","1440","1444","Rapid population growth in cities has led to worse air quality combined with increased traffic and decreased quality of life. Intelligent transportation systems require dynamic vehicle traffic mapping as their foundation for real-time traffic observation and better management. The present traffic mapping systems use centralized processing which struggles with scaling while compromising privacy and security. We offer FedMap as a federated learning system to map vehicle traffic dynamically. Through FedMap cars and roadside units share private data with central computers to help everyone learn from each other. Our technology integrates modern data analytics with machine learning and computer vision to deliver live traffic map updates. We test FedMap using actual traffic data to prove its capability for better privacy protection and reduced network usage while delivering enhanced traffic predictions.Our system uses Federated Learning plus Dynamic Vehicle Traffic Mapping Alongside Intelligent Transportation Systems and includes Computer Vision Machine Learning Data Analytics Edge Computing IoT and Smart City technologies.","","979-8-3315-1250-7","10.1109/ICSCDS65426.2025.11167623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167623","Federated Learning;Dynamic Vehicle Traffic Mapping;Intelligent Transportation Systems;Computer Vision;Machine Learning;Data Analytics;Edge Computing;IoT;Smart Cities","Computer vision;Privacy;Analytical models;Data analysis;Federated learning;Smart cities;Computational modeling;Data models;Vehicle dynamics;Intelligent transportation systems","","","","10","IEEE","24 Sep 2025","6-8 Aug. 2025","6-8 Aug. 2025","IEEE","IEEE Conferences"
"Blockchain Based Federated Learning for Medical Imaging Using Computer Vision: A State-of-the-Art Review and Future Research Directions","M. I. Haque Nirjon; M. Khan; M. S. Ahmed; R. Bhattacharjee","Software Engineering, Washington University of Science and Technology, Virginia, United States; Cybersecurity Washington University of Science and Technology, Virginia, United States; Cybersecurity Washington University of Science and Technology, Virginia, United States; CSE, American International University Bangladesh, Dhaka, Bangladesh","2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)","24 Sep 2025","2025","","","1","6","Computer vision advances in artificial intelligence have revolutionized medical imaging significantly by making more accurate and efficient diagnoses. Federated Learning (FL) is one promising solution that allows model cooperation during training without centralizing patient data and making it publicly accessible. Blockchain technology provides a transparent and secure framework for trust management, auditability, and decentralized consensus. This paper reviews the intersection of FL and blockchain in medical imaging, with special focus given to the use of computer vision algorithms like Convolutional Neural Networks (CNNs). It presents an overview of the state-of-the-art frameworks, architectures, and methodologies that combine blockchain-based FL for medical imaging. It also performs an experimental study to compare common federated learning approaches for medical image analysis. This survey can facilitate better comprehension of the existing research status, issues, and potential research directions in this promising research area.","","979-8-3315-3562-9","10.1109/ACDSA65407.2025.11166625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166625","Federated Learning;Blockchain;Computer Vision;Medical Imaging;Data Security","Training;Surveys;Computer vision;Federated learning;Reviews;Blockchains;Artificial intelligence;Trust management;Medical diagnostic imaging;Biomedical imaging","","","","24","IEEE","24 Sep 2025","7-9 Aug. 2025","7-9 Aug. 2025","IEEE","IEEE Conferences"
"Sequential Three-way-based Method for Hybrid Concept Drift Detection","R. Wang; J. Du; J. Xu; J. Deng","School of Mathematics and Computer Sciences, Nanchang University, Nanchang, China; School of Mathematics and Computer Sciences, Nanchang University, Nanchang, China; School of Mathematics and Computer Sciences, Nanchang University, Nanchang, China; School of Mathematics and Computer Sciences, Nanchang University, Nanchang, China","2025 IEEE 6th International Conference on Computer, Big Data, Artificial Intelligence (ICCBD+AI)","18 Feb 2026","2025","","","1","5","Concept drift refers to the phenomenon in streaming data where the distribution of data changes over time, causing a model’s performance to degrade. Most relevant studies are aimed at a particular type of concept drift, but there is little literature on the phenomenon of hybrid concept drift that exist simultaneously. This paper examines concept drift types from the perspective of model accuracy and defines hybrid concept drift. It also introduces a novel method to detect drift from hybrid concepts. This method determines the occurrence of concept drift according to the change in the accuracy of the model and the type of drift according to the degree of recovery of the accuracy of the new model. Experimental analysis shows that the proposed method can accurately judge the drift type with hybrid concept drift.","","979-8-3503-8062-0","10.1109/ICCBDAI66607.2025.11388519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11388519","Streaming Data;Concept Drift;Detection;Three-way Decisions","Measurement;Accuracy;Computational modeling;Concept drift;Big Data;Data models;Classification algorithms;Artificial intelligence;Monitoring","","","","11","IEEE","18 Feb 2026","21-23 Nov. 2025","21-23 Nov. 2025","IEEE","IEEE Conferences"
"FedSemiSelf: A Hybrid Semi-Self-Supervised Federated Learning Framework","F. Filippou; F. Foukalas; T. Tsiftsis","Department of Informatics and Telecommunications, University of Thessaly, Lamia, Greece; Department of Informatics and Telecommunications, University of Thessaly, Lamia, Greece; Department of Informatics and Telecommunications, University of Thessaly, Lamia, Greece",2025 3rd International Conference on Federated Learning Technologies and Applications (FLTA),"20 Jan 2026","2025","","","1","6","In this paper, we propose FedSemiSelf, a novel hybrid federated learning framework that addresses the challenges of limited labeled data and statistical heterogeneity in federated settings by combining self and semi supervised learning approaches. It integrates a contrastive learning objective to build robust local representations without requiring labels, while employing a confidence-based pseudo-labeling strategy that progressively introduces unlabeled data based on their estimated reliability. A curriculum scheduler dynamically controls training stages by evaluating model consistency across clients, enabling a stable and effective transition between self-supervised and pseudo-supervised phases. To enhance memory efficiency and representation diversity, each client maintains a coreset of representative samples drawn from local data streams. FedSemiSelf demonstrates strong potential for real-world decentralized learning scenarios such as smart sensing, edge intelligence, and privacy-preserving computer vision.","","979-8-3315-5670-9","10.1109/FLTA67013.2025.11336763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336763","federated learning;semi-supervised learning;self-supervised learning;pseudo-labeling;computer vision","Training;Computer vision;Wireless sensor networks;Federated learning;Wireless networks;Scalability;Supervised learning;Semisupervised learning;Sensors;Synchronization","","","","17","IEEE","20 Jan 2026","14-17 Oct. 2025","14-17 Oct. 2025","IEEE","IEEE Conferences"
"Enhancing E-Learning Platforms with Computer Vision for Real-Time Engagement & Monitoring","J. P. Maurya; V. Kumar; V. K. Trivedi; S. Pandey","School of Computer Science and Engineering, VIT Bhopal, University, Sehore, India; School of Computing Science Engineering and Artificial Intelligence, VIT Bhopal, University, Sehore, India; School of Computer Science and Engineering, VIT Bhopal, University, Sehore, India; School of Computer Science and Engineering, VIT Bhopal, University, Sehore, India",2025 7th International Conference on Information Systems and Computer Networks (ISCON),"23 Jan 2026","2025","","","1","6","The fast development of e-learning stages has revolutionized teaching methods, but challenges stay in keeping up understudy engagement and giving personalized learning experiences. This paper proposes an inventive approach to improve e-learning stages utilizing computer vision methods for real time engagement checking and versatile material conveyance. By leveraging facial expression investigation, eye following, and posture detection, the framework evaluates understudy consideration and emotional states in online sessions. This data is utilized to powerfully alter course material, pacing, and trouble, making a more responsive and successful learning environment. Preliminary results appear critical changes in understudy engagement, knowledge maintenance, and in general fulfillment compared to traditional e-learning strategies. This inquiries about contributes to the ongoing endeavors to make online methods more interactive, personalized, and effective.","","979-8-3315-9744-3","10.1109/ISCON65210.2025.11341159","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11341159","E-learning;Computer Vision;Engagement Monitoring;Adaptive Learning;Real-Time Feedback;Personalized Learning","Computer vision;Adaptive learning;Electronic learning;Facial expressions;Real-time systems;Computer networks;Maintenance;Monitoring;Information systems","","","","33","IEEE","23 Jan 2026","5-6 Sept. 2025","5-6 Sept. 2025","IEEE","IEEE Conferences"
"Concept Drift Detection using Transformer Autoencoder","M. L. Bernardi; M. Cimitile; A. Vacca","Dept. of Engineering, University of Sannio, Benevento, Italy; Dept. of Law and Digital Society, UnitelmaSapienza University, Rome, Italy; Dept. of Law and Digital Society, UnitelmaSapienza University, Rome, Italy","2025 11th International Conference on Control, Decision and Information Technologies (CoDIT)","14 Jan 2026","2025","1","","852","857","Applying machine learning to fully distributed environments is always becoming more crucial in several real-life contexts. In networked environments, data models can evolve dynamically over time subject to continuous changes known as concept drifts. Detecting when concept drift occurs is essential for various drift-handling techniques and plays a significant role in many scenarios. However, while drift-handling methods exist, an efficient solution for detecting drift in large-scale networks remains unknown. This study proposes a concept drift detection approach allowing to capture temporal variations in the data, enabling a more robust identification of data changes. Specifically, our method detects local models exhibiting a concept drifts by analyzing deviations in learned representations over time. We validate our approach using a real-world urban traffic dataset, demonstrating its effectiveness in identifying concept drift in real scenarios. The results show that the proposed approach successfully identifies sudden and gradual drifts, respectively achieving an F1-score of 0.94 in sudden drift detection and an F1-score of 0.92 in gradual drift detection.","2576-3555","979-8-3315-0338-3","10.1109/CoDIT66093.2025.11321612","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11321612","concept drift detection;transformer autoencoder;drift detection","Analytical models;Concept drift;Autoencoders;Transformers;Data models;Information technology","","","","27","IEEE","14 Jan 2026","15-18 July 2025","15-18 July 2025","IEEE","IEEE Conferences"
"Applications and Development Trends of Computer Vision in Intelligent Robots","Z. Xu; S. Chang; G. Yang; H. Li","College of Education Science and Technology, Xinjiang Institute of Technology, China; College of Education Science and Technology, Xinjiang Institute of Technology, China; College of Education Science and Technology, Xinjiang Institute of Technology, China; College of Education Science and Technology, Xinjiang Institute of Technology, China","2025 5th International Conference on Artificial Intelligence, Automation and High Performance Computing (AIAHPC)","18 Dec 2025","2025","","","53","57","This study employs VOSviewer and CiteSpace to perform a bibliometric analysis of literature at the intersection of computer vision and intelligent robotics from 2015 to 2025, based on the Web of Science Core Collection. Through co-occurrence analysis, we identify research hotspots and evolutionary trends, and examine core authors, institutional and national contributions, and keyword dynamics. Key findings include: (1) A stable collaborative network has formed around 51 leading authors, including Milford and Gallego, who drive theoretical and technological advancements; (2) Institutions such as the Chinese Academy of Sciences (CAS), ETH Zurich, and Queensland University of Technology (QUT) excel in publication volume, research depth, and cross-modal innovation, respectively. China, the United States, and Germany lead in output, though China exhibits a pattern of high productivity but relatively lower citation impact; (3) The research focus has evolved through three stages: object detection (2015–2017), multi-modal fusion (2017–2020), and reinforcement learning applications (2021–2023). Current efforts are concentrated on vertical applications such as marine robotics and precision agriculture, reflecting a continuous expansion of the field’s scope.","","979-8-3503-9237-1","10.1109/AIAHPC66801.2025.11290560","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11290560","computer vision;Intelligent robots;Deep learning;visual learning","Productivity;Computer vision;Visualization;Technological innovation;Federated learning;Bibliometrics;Reinforcement learning;Market research;Software;Intelligent robots","","","","12","IEEE","18 Dec 2025","19-21 Sept. 2025","19-21 Sept. 2025","IEEE","IEEE Conferences"
"Securing Industrial IoT with Cross-System Federated Learning for Malware Detection","C. Wang; D. Xu","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Sichuan, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Sichuan, China",2025 IEEE 2nd International Conference on Deep Learning and Computer Vision (DLCV),"28 Jul 2025","2025","","","1","5","The rapid advancement of Industrial Internet of Things (IIoT) technologies has exacerbated the threat of crosssystem malware in industrial systems. Conventional malware detection approaches, typically constrained to single-system environments, struggle to cope with malware mutations and crosssystem propagation. We propose a federated learning-driven cross-system malware detection framework FedCrossMal. This framework partitions heterogeneous software from different systems into shared and system-specific features, enabling collaborative learning of malware behaviors across systems. FedCrossMal empirical evaluations on real-world software samples spanning multiple systems demonstrate that the proposed framework significantly enhances cross-system malware detection while preserving the original system's high detection performance. This work provides a robust solution for mitigating cross-system malware threats in IIoT environments and offers foundational insights for future research.","","979-8-3315-2269-8","10.1109/DLCV65218.2025.11088885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11088885","Malware detection;IIoT;Cross-System Attacks;Federated learning;Cybersecurity","Deep learning;Computer vision;Federated learning;Malware;Computer security;Industrial Internet of Things","","1","","19","IEEE","28 Jul 2025","6-8 June 2025","6-8 June 2025","IEEE","IEEE Conferences"
"Sensitivity of Traffic Features for Detecting Concept Drift in Optical Access Networks (Invited)","L. Ruan; X. Yu; E. Wong","Department of Broadband Communication, Pengcheng Laboratory, Shenzhen, China; Department of Electrical and Electronic Engineering, The University of Melbourne, Australia; Department of Electrical and Electronic Engineering, The University of Melbourne, Australia",2025 23rd International Conference on Optical Communications and Networks (ICOCN),"5 Sep 2025","2025","","","1","3","This invited paper presents the sensitivity of low-layer traffic features, specifically those at physical and medium access control layers, in indicating traffic characteristic changes in optical access networks, a phenomenon termed traffic concept drift. With simulations using synthetic traffic traces of emerging applications, we discuss the impact of different traffic features on accurately detecting traffic concept drift in a timely manner. Insights into drift detection and resource allocation are also provided.","2771-3059","979-8-3315-4875-9","10.1109/ICOCN67308.2025.11145418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11145418","Traffic engineering;concept drift;drift detection;optical access networks;proactive resource allocation","Integrated optics;Sensitivity;Accuracy;Concept drift;Media Access Control;Optical fiber networks;Feature extraction;Optical sensors;Resource management","","","","17","IEEE","5 Sep 2025","28-31 July 2025","28-31 July 2025","IEEE","IEEE Conferences"
"Unsupervised Concept Drift Detection and Adaptation Based on Random Forest","L. Yang; Z. Peng; H. Yu","College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China; College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China; College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China",2025 8th International Conference on Advanced Algorithms and Control Engineering (ICAACE),"9 Jun 2025","2025","","","2540","2543","Concept drift, a prevalent challenge in dynamic data environments, occurs when the statistical properties of data distributions change over time, leading to a degradation in classifier performance. Traditional concept drift adaptation techniques often rely on labeled data for model retraining, which may not be practical in real-world streaming scenarios due to the high cost and limited availability of labeled samples. In this paper, we propose an unsupervised concept drift detection and adaptation framework based on random forest (RF) and Kullback-Leibler (KL) divergence, referred to as RFKL. It reduces reliance on labeled data and enhancing classifier robustness in dynamic settings.","","979-8-3315-3508-7","10.1109/ICAACE65325.2025.11019964","National Natural Science Foundation of China(grant numbers:62401376); SZTU(grant numbers:GDRC202332); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11019964","concept drift detection;concept drift adaptation;KL divergence;random forest","Degradation;Adaptation models;Costs;Control engineering;Concept drift;Active learning;Robustness;Data models;Random forests;Classification tree analysis","","1","","11","IEEE","9 Jun 2025","21-23 March 2025","21-23 March 2025","IEEE","IEEE Conferences"
